PLAYER_ID,FIRST_NAME,LAST_NAME,NATIONALITY,DOB,TEAM,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FOOT
ply1029,Fer,Niño,Spain,2000-10-24,Villarreal CF,34,Forward,191,81,R
ply1030,Gerard,Moreno,Spain,1992-04-07,Villarreal CF,7,Forward,180,77,L
ply1031,Nicolas,Jackson,Senegal,2001-06-20,Villarreal CF,15,Forward,186,80,R
ply1032,José,Morales,Spain,1987-07-23,Villarreal CF,22,Forward,180,70,R
ply1033,,Yeremy,Spain,2002-10-20,Villarreal CF,21,Forward,172,70,R
ply1034,Javier,García,Spain,1979-07-04,Villarreal CF,,Goalkeeping,173,,
ply1035,David,Byazrov,Russia,2003-02-12,,91,Goalkeeper,190,78,R
ply1036,,Ivan,Brazil,1997-02-07,Zenit St. Petersburg,1,Goalkeeper,194,96,R
ply1037,Mikhail,Kerzhakov,Russia,1987-01-28,Zenit St. Petersburg,41,Goalkeeper,191,88,R
ply1038,Georgiy,Korolev,Russia,2003-08-22,Zenit St. Petersburg,95,Goalkeeper,196,80,R
ply1039,Daniil,Odoevskiy,Russia,2003-01-22,Zenit St. Petersburg,71,Goalkeeper,190,78,L
ply1040,Arsen,Adamov,Russia,1999-10-20,Zenit St. Petersburg,23,Defender,180,69,R
ply1041,Nuraly,Alip,Kazakhstan,1999-12-22,Zenit St. Petersburg,28,Defender,190,70,
ply1042,Dmitriy,Chistyakov,Russia,1994-01-13,Zenit St. Petersburg,2,Defender,185,79,R
ply1043,Douglas,Santos,Brazil,1994-03-22,Zenit St. Petersburg,3,Defender,175,70,L
ply1044,Vyacheslav,Karavaev,Russia,1995-05-20,Zenit St. Petersburg,15,Defender,175,70,R
ply1045,Danil,Krugovoy,Russia,1998-05-28,Zenit St. Petersburg,4,Defender,175,70,L
ply1046,Dejan,Lovren,Croatia,1989-07-05,Zenit St. Petersburg,6,Defender,188,84,R
ply1047,,Rodrigão,Brazil,1995-09-11,Zenit St. Petersburg,55,Defender,191,89,R
ply1048,Wilmar,Barrios,Colombia,1993-10-17,Zenit St. Petersburg,5,Midfielder,178,74,R
ply1049,,Claudinho,Brazil,1997-01-28,Zenit St. Petersburg,11,Midfielder,172,65,R
ply1050,Aleksandr,Erokhin,Russia,1989-10-13,Zenit St. Petersburg,21,Midfielder,195,80,R
ply1051,Evgeny,Kim,Russia,2003-05-17,Zenit St. Petersburg,72,Midfielder,181,72,R
ply1052,Daler,Kuzyaev,Russia,1993-01-15,Zenit St. Petersburg,14,Midfielder,182,74,R
ply1053,Dmitriy,Sergeev,Russia,2000-04-03,Zenit St. Petersburg,45,Midfielder,183,73,R
ply1054,Kirill,Stolbov,Russia,2004-04-08,,60,Midfielder,,,
ply1055,,Wendel,Brazil,1997-08-28,Zenit St. Petersburg,8,Midfielder,180,73,R
ply1056,Zelimkhan,Bakaev,Russia,1996-07-01,Zenit St. Petersburg,7,Forward,180,77,L
ply1057,Mateo,Cassierra,Colombia,1997-04-13,Zenit St. Petersburg,30,Forward,183,75,R
ply1058,Gustavo,Mantuan,Brazil,2001-06-20,Zenit St. Petersburg,31,Forward,174,,R
ply1059,,Malcom,Brazil,1997-02-26,Zenit St. Petersburg,10,Forward,171,74,L
ply1060,Andrey,Mostovoy,Russia,1997-11-05,Zenit St. Petersburg,17,Forward,180,77,R
ply1061,Ivan,Sergeev,Russia,1995-05-11,Zenit St. Petersburg,33,Forward,184,75,R
ply1062,Aleksey,Sutormin,Russia,1994-01-10,Zenit St. Petersburg,19,Forward,188,79,R
ply1063,Mikhail,Biryukov,Russia,1958-05-07,Zenit St. Petersburg,,Goalkeeping,190,87,
ply1064,Gabriel,Jesus,Brazil,1997-04-03,,9,Forward,175,68,R
ply1065,Ander,Herrera,Spain,1989-08-14,,23,Midfielder,182,71,R
ply1066,Idrissa,Gueye,Senegal,1989-09-26,,27,Midfielder,174,66,R
ply1067,,Fernandinho,Brazil,1985-05-04,,50,Midfielder,179,67,R
ply1068,,Angeliño,Spain,1997-01-04,,11,Defender,175,69,L
ply1069,Georginio,Wijnaldum,Netherlands,1990-11-11,,25,Midfielder,175,69,R
ply1070,Oleksandr,Zinchenko,Ukraine,1996-12-15,,35,Defender,175,65,L
ply1071,Fábio,Vieira,Portugal,2000-05-30,,21,Midfielder,170,63,L
ply1072,Renan,Lodi,Brazil,1998-04-08,,32,Defender,173,70,L
ply1073,Luis,Suárez,Uruguay,1987-01-24,,9,Forward,182,83,R
ply1074,Chancel,Mbemba,Congo DR,1994-08-08,,99,Defender,182,81,R
ply1075,Sérgio,Oliveira,Portugal,1992-06-02,,27,Midfielder,181,78,R
ply1076,Miralem,Pjanić,Bosnia-Herzegovina,1990-04-02,,,Emirates,178,72,R
ply1077,Matheus,Nunes,Brazil,1998-08-27,,27,Midfielder,183,74,R
ply1078,Nico,Tagliafico,Argentina,1992-08-31,,3,Defender,172,65,L
ply1079,,Tabata,Brazil,1997-03-30,,,Forward,175,72,L
ply1080,Perr,Schuurs,Netherlands,1999-11-26,,3,Defender,191,87,R
ply1081,Adama Traoré,I,Mali,1995-06-05,,20,Forward,177,74,L
ply1082,,Cristiano,Brazil,1993-08-29,,15,Defender,180,76,L
ply1083,Momo,Yansane,Guinea,1997-07-29,,99,Forward,180,79,R
ply1084,Jasurbek,Yakhshiboev,Uzbekistan,1997-06-24,,,Forward,178,74,
ply1085,Sébastien,Thill,Luxembourg,1993-12-29,,29,Midfielder,178,70,L
ply1086,Arturo,Vidal,Chile,1987-05-22,,32,Midfielder,180,75,R
ply1087,Alan,Patrick,Brazil,1991-05-13,,10,Midfielder,177,70,R
ply1088,Alexis,Sánchez,Chile,1988-12-19,,70,Forward,169,62,R
ply1089,Ivan,Perišić,Croatia,1989-02-02,,14,Midfielder,186,80,
ply1090,Boban,Nikolov,North Macedonia,1994-07-28,,24,Midfielder,182,72,R
ply1091,,Éverton,Brazil,1996-03-22,,11,Forward,174,72,R
ply1092,Corentin,Tolisso,France,1994-08-03,,88,Midfielder,181,81,R
ply1093,Nicolas Moumi,Ngamaleu,Cameroon,1994-07-09,,13,Midfielder,181,74,R
ply1094,Jordan,Siebatcheu,USA,1996-04-26,,45,Forward,190,84,R
ply1095,Remo,Freuler,Switzerland,1992-04-15,,23,Midfielder,181,77,R
ply1096,Aleksey,Miranchuk,Russia,1995-10-17,,59,Midfielder,182,74,L
ply1097,Matteo,Pessina,Italy,1997-04-21,,32,Midfielder,187,75,L
ply1098,Paco,Alcácer,Spain,1993-08-30,,,Emirates,175,70,R
ply1099,Jesse,Lingard,England,1992-12-15,,11,Midfielder,174,65,R
ply1100,Josip,Iličič,Slovenia,1988-01-29,,,Forward,190,79,L
ply1101,Michel,Aebischer,Switzerland,1997-01-06,,20,Midfielder,183,74,R
ply1102,Silvan,Hefti,Switzerland,1997-10-25,,36,Defender,183,80,R
ply1103,Moi,Gómez,Spain,1994-06-23,,16,Midfielder,176,73,R
ply1104,Burak,Yılmaz,Turkey,1985-07-15,,17,Forward,188,81,R
ply1105,Renato,Steffen,Switzerland,1991-11-03,,22,Midfielder,170,65,L
ply1106,Rasmus,Kristensen,Denmark,1997-07-11,,25,Defender,186,70,R
ply1107,Jonathan,Ikoné,France,1998-05-02,,11,Forward,175,67,L
ply1108,Zeki,Çelik,Turkey,1997-02-17,,19,Defender,180,78,R
ply1109,Rodrigo,Bentancur,Uruguay,1997-06-25,,30,Midfielder,187,78,R
ply1110,Paulo,Dybala,Argentina,1993-11-15,,21,Forward,177,75,L
ply1111,Yaroslav,Rakitskiy,Ukraine,1989-08-03,,44,Defender,180,78,L
ply1112,Federico,Bernardeschi,Italy,1994-02-16,,10,Forward,183,77,L
ply1113,Dejan,Kulusevski,Sweden,2000-04-25,,21,Forward,186,75,L
ply1114,Callum,Hudson-Odoi,England,2000-11-07,,17,Forward,177,75,R
ply1115,Sardar,Azmoun,Iran,1995-01-01,,9,Forward,186,79,
ply1116,Artem,Dzyuba,Russia,1988-08-22,,24,Forward,197,91,R
ply1117,Veljko,Birmančević,Serbia,1998-03-05,,19,Midfielder,178,70,
ply1118,Magomed,Ozdoev,Russia,1992-11-05,,27,Midfielder,184,78,R
ply1119,Brenden,Aaronson,USA,2000-10-22,,7,Midfielder,178,70,R
ply1120,Serge,Aurier,Ivory Coast,1992-12-24,,24,Defender,176,76,R
ply1121,Pervis,Estupiñán,Ecuador,1998-01-21,,30,Defender,175,78,L
ply1122,Boulaye,Dia,Senegal,1996-11-16,,29,Forward,180,75,R
ply1123,Jan,Olschowsky,Germany,2001-11-18,Bor. Mönchengladbach,41,Goalkeeper,182,79,R
ply1124,Tobias,Sippel,Germany,1988-03-22,Bor. Mönchengladbach,21,Goalkeeper,183,78,R
ply1125,Yann,Sommer,Switzerland,1988-12-17,Bor. Mönchengladbach,1,Goalkeeper,183,79,R
ply1126,Ramy,Bensebaini,Algeria,1995-04-16,Bor. Mönchengladbach,25,Defender,186,82,L
ply1127,Nico,Elvedi,Switzerland,1996-09-30,Bor. Mönchengladbach,30,Defender,189,81,R
ply1128,Marvin,Friedrich,Germany,1995-12-13,Bor. Mönchengladbach,5,Defender,192,83,R
ply1129,Ko,Itakura,Japan,1997-01-27,Bor. Mönchengladbach,3,Defender,186,75,R
ply1130,Tony,Jantschke,Germany,1990-04-07,Bor. Mönchengladbach,24,Defender,177,76,R
ply1131,Stefan,Lainer,Austria,1992-08-27,Bor. Mönchengladbach,18,Defender,175,73,R
ply1132,Luca,Netz,Germany,2003-05-15,Bor. Mönchengladbach,20,Defender,180,83,L
ply1133,Joe,Scally,USA,2002-12-31,Bor. Mönchengladbach,29,Defender,184,80,R
ply1134,Yvandro Borges,Sanches,Luxembourg,2004-05-24,Bor. Mönchengladbach,38,Midfielder,175,67,R
ply1135,Oscar,Fraulo,Denmark,2003-12-06,Bor. Mönchengladbach,22,Midfielder,180,77,R
ply1136,Patrick,Herrmann,Germany,1991-02-12,Bor. Mönchengladbach,7,Midfielder,179,71,R
ply1137,Jonas,Hofmann,Germany,1992-07-14,Bor. Mönchengladbach,23,Midfielder,176,73,R
ply1138,Kouadio,Koné,France,2001-05-17,Bor. Mönchengladbach,17,Midfielder,185,80,R
ply1139,Christoph,Kramer,Germany,1991-02-19,Bor. Mönchengladbach,6,Midfielder,191,76,
ply1140,Torben,Müsel,Germany,1999-07-25,Bor. Mönchengladbach,26,Midfielder,185,80,R
ply1141,Florian,Neuhaus,Germany,1997-03-16,Bor. Mönchengladbach,32,Midfielder,185,74,R
ply1142,Conor,Noß,Ireland,2001-01-01,,34,Midfielder,181,72,
ply1143,Rocco,Reitz,Germany,2002-05-29,Bor. Mönchengladbach,27,Midfielder,176,75,
ply1144,Julian,Weigl,Germany,1995-09-08,Bor. Mönchengladbach,8,Midfielder,186,80,R
ply1145,Jacob,Italiano,Australia,2001-07-30,Bor. Mönchengladbach,35,Forward,177,74,
ply1146,Nathan,N'Goumou,France,2000-03-14,Bor. Mönchengladbach,19,Forward,182,70,R
ply1147,Alassane,Pléa,France,1993-03-10,Bor. Mönchengladbach,14,Forward,181,79,R
ply1148,Lars,Stindl,Germany,1988-08-26,Bor. Mönchengladbach,13,Forward,181,80,R
ply1149,Marcus,Thuram,France,1997-08-06,Bor. Mönchengladbach,10,Forward,192,88,R
ply1150,Hannes,Wolf,Austria,1999-04-16,Bor. Mönchengladbach,11,Forward,179,69,L
ply1151,Uwe,Kamps,Germany,1964-06-12,Bor. Mönchengladbach,,Goalkeeping,180,79,
ply1152,Fabian,Otte,Germany,1990-12-04,Bor. Mönchengladbach,,Goalkeeping,187,75,R
ply1153,Chris,Domogalla,Germany,1986-01-20,Bor. Mönchengladbach,,Athletic,,,
ply1154,Quirin,Löppert,Germany,1987-05-01,Bor. Mönchengladbach,,Athletic,189,80,R
ply1155,Alexander,Mouhcine,Germany,1978-10-21,Bor. Mönchengladbach,,Athletic,,,
ply1156,Roman,Steinweg,Germany,,Bor. Mönchengladbach,,Athletic,,,
ply1157,Philipp,Schützendorf,Germany,1981-09-18,Bor. Mönchengladbach,,Video,,,
ply1158,Jonas,Lössl,Denmark,1989-02-01,FC Midtjylland,1,Goalkeeper,195,89,R
ply1159,Elías,Ólafsson,Iceland,2000-03-11,FC Midtjylland,16,Goalkeeper,201,,
ply1160,Mark,Ugboh,Nigeria,,FC Midtjylland,30,Goalkeeper,,,
ply1161,Joel,Andersson,Sweden,1996-11-11,FC Midtjylland,6,Defender,178,68,R
ply1162,Henrik,Dalsgaard,Denmark,1989-07-27,FC Midtjylland,14,Defender,192,81,R
ply1163,Nikolas,Dyhr,Denmark,2001-06-18,FC Midtjylland,44,Defender,177,60,L
ply1164,Stefan,Gartenmann,Denmark,1997-02-02,FC Midtjylland,4,Defender,185,75,R
ply1165,,Juninho,Brazil,1995-02-01,FC Midtjylland,73,Defender,187,80,L
ply1166,Pablo,Ortíz,Colombia,2000-06-08,FC Midtjylland,26,Defender,190,70,L
ply1167,,Paulinho,Brazil,1995-01-03,FC Midtjylland,29,Defender,178,71,L
ply1168,Erik,Sviatchenko,Denmark,1991-10-04,FC Midtjylland,28,Defender,184,82,R
ply1169,Pontus,Texel,Denmark,2004-02-27,FC Midtjylland,22,Defender,,,
ply1170,Mads,Thychosen,Denmark,1997-06-27,FC Midtjylland,17,Defender,178,65,R
ply1171,Valdemar,Andreasen,Denmark,2005-01-05,FC Midtjylland,20,Midfielder,,,
ply1172,,Charles,Brazil,1996-06-19,FC Midtjylland,35,Midfielder,187,81,R
ply1173,Edward,Chilufya,Zambia,1999-09-17,FC Midtjylland,18,Midfielder,171,65,R
ply1174,,Evander,Brazil,1998-06-09,FC Midtjylland,10,Midfielder,179,76,R
ply1175,Andreas,Hansen,Denmark,2003-05-31,FC Midtjylland,21,Midfielder,184,,
ply1176,Gustav,Isaksen,Denmark,2001-04-19,FC Midtjylland,11,Midfielder,178,,
ply1177,Chris,Kouakou,Ivory Coast,1999-12-15,FC Midtjylland,19,Midfielder,,,R
ply1178,Emiliano,Martínez,Uruguay,1999-08-17,FC Midtjylland,5,Midfielder,184,64,R
ply1179,Kristoffer,Olsson,Sweden,1995-06-30,FC Midtjylland,8,Midfielder,178,70,R
ply1180,Pione,Sisto,Denmark,1995-02-04,FC Midtjylland,7,Midfielder,171,64,R
ply1181,Oliver,Sørensen,Denmark,2002-03-10,FC Midtjylland,24,Midfielder,184,78,L
ply1182,Anders,Dreyer,Denmark,1998-05-02,FC Midtjylland,36,Forward,174,69,L
ply1183,Júnior,Brumado,Brazil,1999-05-15,FC Midtjylland,74,Forward,190,88,R
ply1184,Sory,Kaba,Guinea,1995-07-28,FC Midtjylland,9,Forward,190,80,R
ply1185,Juan,Moreno,Denmark,2002-09-21,FC Midtjylland,23,Forward,188,,
ply1186,Lasse,Heinze,Denmark,1986-04-03,FC Midtjylland,,Goalkeeping,184,78,R
ply1187,Oliver,Heil,Germany,1988-06-19,FC Midtjylland,,Game,182,78,
ply1188,Ádám,Bogdán,Hungary,1987-09-27,Ferencvárosi TC,1,Goalkeeper,194,92,R
ply1189,Dénes,Dibusz,Hungary,1990-11-16,Ferencvárosi TC,90,Goalkeeper,188,81,R
ply1190,Marcell,Kovács,Hungary,2003-02-09,Ferencvárosi TC,63,Goalkeeper,,,
ply1191,Szabolcs,Mergl,Hungary,2004-02-17,Ferencvárosi TC,61,Goalkeeper,,,
ply1192,Levente,Őri,Hungary,2003-04-29,Ferencvárosi TC,62,Goalkeeper,,,
ply1193,Gergő,Szécsi,Hungary,1989-02-07,Ferencvárosi TC,29,Goalkeeper,185,83,R
ply1194,Endre,Botka,Hungary,1994-08-25,Ferencvárosi TC,21,Defender,178,77,R
ply1195,Eldar,Čivić,Bosnia-Herzegovina,1996-05-28,Ferencvárosi TC,17,Defender,182,74,L
ply1196,Mats,Knoester,Netherlands,1998-11-19,Ferencvárosi TC,4,Defender,186,77,L
ply1197,Adnan,Kovačević,Bosnia-Herzegovina,1993-09-09,Ferencvárosi TC,15,Defender,189,80,
ply1198,Samy,Mmaee,Morocco,1996-09-08,Ferencvárosi TC,3,Defender,188,80,R
ply1199,Olivér,Nagy,Hungary,2003-03-12,Ferencvárosi TC,56,Defender,,,
ply1200,Lóránd,Pászka,Hungary,1996-03-22,Ferencvárosi TC,23,Defender,186,,R
ply1201,Rasmus,Thelander,Denmark,1991-07-09,Ferencvárosi TC,25,Defender,191,87,R
ply1202,Henry,Wingo,USA,1995-10-04,Ferencvárosi TC,31,Defender,183,77,R
ply1203,Muhamed,Bešić,Bosnia-Herzegovina,1992-09-10,Ferencvárosi TC,5,Midfielder,180,75,R
ply1204,Anderson,Esiti,Nigeria,1994-05-24,Ferencvárosi TC,13,Midfielder,189,82,R
ply1205,Amer,Gojak,Bosnia-Herzegovina,1997-02-13,Ferencvárosi TC,14,Midfielder,184,78,R
ply1206,Giorgi,Kharaishvili,Georgia,1996-07-29,Ferencvárosi TC,27,Midfielder,183,,R
ply1207,Aïssa,Laïdouni,France,1996-12-13,Ferencvárosi TC,93,Midfielder,183,75,R
ply1208,Krisztián,Lisztes,Hungary,2005-05-06,Ferencvárosi TC,76,Midfielder,,,
ply1209,Xavier,Mercier,France,1989-07-25,Ferencvárosi TC,7,Midfielder,172,71,R
ply1210,Dávid,Sigér,Hungary,1990-11-30,Ferencvárosi TC,18,Midfielder,175,69,R
ply1211,Bálint,Vécsei,Hungary,1993-07-13,Ferencvárosi TC,19,Midfielder,185,82,L
ply1212,Kristoffer,Zachariassen,Norway,1994-01-27,Ferencvárosi TC,16,Midfielder,180,74,R
ply1213,Carlos,Auzqui,Argentina,1991-03-16,Ferencvárosi TC,28,Forward,180,72,R
ply1214,Franck,Boli,Ivory Coast,1993-12-07,Ferencvárosi TC,70,Forward,180,77,R
ply1215,Dániel,Gera,Hungary,1995-08-29,Ferencvárosi TC,,Forward,178,74,R
ply1216,,Marquinhos,Brazil,1999-10-24,Ferencvárosi TC,50,Forward,170,71,L
ply1217,Ryan,Mmaee,Morocco,1997-11-01,Ferencvárosi TC,8,Forward,184,82,R
ply1218,Tokmac,Nguen,Norway,1993-10-20,Ferencvárosi TC,10,Forward,174,68,R
ply1219,Damir,Redzic,Hungary,2003-03-23,Ferencvárosi TC,52,Forward,,,
ply1220,Tamás,Balogh,Hungary,1967-09-06,Ferencvárosi TC,,Goalkeeping,181,77,
ply1221,Gintaras,Staučė,Russia,1969-12-24,Ferencvárosi TC,,Goalkeeping,187,80,
ply1222,Péter,Bali,Hungary,1970-05-20,Ferencvárosi TC,,Fitness,,,
ply1223,Vladimir,Panikov,Russia,1969-11-14,Ferencvárosi TC,,Physical,,,
ply1224,Paulino,Granero,Spain,1970-02-17,Ferencvárosi TC,,Physical,,,
ply1225,Stanislav,Agkatsev,Russia,2002-01-09,FK Krasnodar,1,Goalkeeper,189,82,R
ply1226,Matvey,Safonov,Russia,1999-02-25,FK Krasnodar,39,Goalkeeper,192,82,R
ply1227,Mikhail,Shtepa,Russia,2003-03-19,FK Krasnodar,73,Goalkeeper,183,62,R
ply1228,Sergey,Borodin,Russia,1999-01-30,FK Krasnodar,44,Defender,187,77,L
ply1229,Oleg,Isaenko,Russia,2000-01-31,FK Krasnodar,48,Defender,166,62,L
ply1230,Kaio,Pantaleão,Brazil,1995-09-08,FK Krasnodar,31,Defender,183,76,R
ply1231,Vyacheslav,Litvinov,Russia,2001-04-01,FK Krasnodar,84,Defender,189,73,R
ply1232,Sergey,Petrov,Russia,1991-01-02,FK Krasnodar,98,Defender,175,71,R
ply1233,Dmitriy,Pivovarov,Russia,2000-03-21,FK Krasnodar,32,Defender,179,74,L
ply1234,Cristian,Ramírez,Ecuador,1994-08-12,FK Krasnodar,6,Defender,174,69,L
ply1235,Egor,Sorokin,Russia,1995-11-04,FK Krasnodar,80,Defender,189,81,L
ply1236,Mikhail,Sukhoruchenko,Russia,2003-04-13,FK Krasnodar,41,Defender,190,78,
ply1237,Sergey,Volkov,Russia,2002-09-09,,82,Defender,182,75,R
ply1238,Grigoriy,Zhilkin,Russia,2003-06-20,FK Krasnodar,28,Defender,175,68,
ply1239,Ilzat,Akhmetov,Russia,1997-12-31,FK Krasnodar,7,Midfielder,173,65,R
ply1240,Mihajlo,Banjac,Serbia,1999-11-10,FK Krasnodar,14,Midfielder,186,74,L
ply1241,Aleksandr,Chernikov,Russia,2000-02-01,FK Krasnodar,8,Midfielder,183,74,R
ply1242,João,Batxi,Portugal,1998-05-01,FK Krasnodar,19,Midfielder,174,64,R
ply1243,,Kevin,Cape Verde,1997-01-27,FK Krasnodar,16,Midfielder,190,,L
ply1244,David,Kokoev,Russia,2002-08-29,FK Krasnodar,38,Midfielder,178,58,R
ply1245,Dmitriy,Kratkov,Russia,2002-01-15,FK Krasnodar,26,Midfielder,175,66,R
ply1246,Nikita,Krivtsov,Russia,2002-08-18,FK Krasnodar,88,Midfielder,188,83,R
ply1247,Aleks,Matsukatov,Russia,1999-01-11,FK Krasnodar,15,Midfielder,180,78,R
ply1248,Ifeany,Ndouka,Nigeria,2003-12-02,FK Krasnodar,61,Midfielder,182,78,
ply1249,Eduard,Spertsyan,Armenia,2000-06-07,FK Krasnodar,10,Midfielder,178,66,R
ply1250,Vyacheslav,Yakimov,Russia,1998-01-05,FK Krasnodar,23,Midfielder,178,69,R
ply1251,Ruslan,Apekov,Russia,2000-06-08,FK Krasnodar,92,Forward,172,63,R
ply1252,Jhon,Córdoba,Colombia,1993-05-11,FK Krasnodar,9,Forward,188,85,R
ply1253,Aleksey,Ionov,Russia,1989-02-18,FK Krasnodar,11,Forward,177,69,R
ply1254,Danil,Karpov,Russia,1999-06-28,FK Krasnodar,21,Forward,179,75,R
ply1255,Rustam,Khalnazarov,Russia,2000-07-20,FK Krasnodar,72,Forward,173,64,
ply1256,Aleksandr,Koksharov,Russia,2004-12-20,,96,Forward,188,71,R
ply1257,Dmitriy,Kuchugura,Russia,2004-10-21,,94,Forward,179,70,R
ply1258,Maksim,Kutovoi,Russia,2001-07-01,FK Krasnodar,67,Forward,187,74,R
ply1259,Irakliy,Manelov,Russia,2002-09-19,FK Krasnodar,69,Forward,173,69,R
ply1260,Jonathan,Okoronkwo,Nigeria,2003-09-13,FK Krasnodar,85,Forward,175,,R
ply1261,Olakunle,Olusegun,Nigeria,2002-04-23,FK Krasnodar,40,Forward,170,70,R
ply1262,Vladislav,Samko,Russia,2002-01-03,FK Krasnodar,70,Forward,173,63,
ply1263,Volkan,Babacan,Turkey,1988-08-11,İstanbul Başakşehir,1,Goalkeeper,192,86,R
ply1264,Deniz,Dilmen,Turkey,2005-06-05,İstanbul Başakşehir,98,Goalkeeper,,,L
ply1265,Muhammed,Şengezer,Turkey,1997-01-05,,,Goalkeeper,192,80,R
ply1266,Alexandru,Epureanu,Moldova,1986-09-27,İstanbul Başakşehir,6,Defender,189,76,L
ply1267,Junior,Caiçara,Brazil,1989-04-27,İstanbul Başakşehir,80,Defender,173,70,R
ply1268,Hasan Ali,Kaldırım,Turkey,1989-12-09,İstanbul Başakşehir,3,Defender,183,75,L
ply1269,Eren,Karaagac,France,2004-05-24,İstanbul Başakşehir,,Defender,,,
ply1270,Efe,Koyuncu,Turkey,2005-07-08,İstanbul Başakşehir,41,Defender,,,
ply1271,Léo,Duarte,Brazil,1996-07-17,İstanbul Başakşehir,5,Defender,183,83,R
ply1272,Lucas,Lima,Brazil,1991-10-10,İstanbul Başakşehir,60,Defender,179,72,L
ply1273,Youssouf,Ndayishimiye,Burundi,1998-10-27,İstanbul Başakşehir,55,Defender,183,76,R
ply1274,Muharrem,Öner,Turkey,1999-12-29,İstanbul Başakşehir,,Defender,,,R
ply1275,Şener,Özbayraklı,Turkey,1990-01-23,İstanbul Başakşehir,2,Defender,171,71,R
ply1276,Ömer,Şahiner,Turkey,1992-01-02,İstanbul Başakşehir,42,Defender,175,70,R
ply1277,Ahmed,Touba,Algeria,1998-03-13,İstanbul Başakşehir,59,Defender,190,75,L
ply1278,Muhammet,Yazıcı,Turkey,2002-12-01,İstanbul Başakşehir,53,Defender,,,R
ply1279,Danijel,Aleksić,Serbia,1991-04-30,İstanbul Başakşehir,8,Midfielder,182,75,L
ply1280,Okechukwu,Azubuike,Nigeria,1997-04-19,İstanbul Başakşehir,,Midfielder,170,73,R
ply1281,Sekou,Bangoura,Guinea,2002-04-05,İstanbul Başakşehir,97,Midfielder,,,
ply1282,Lucas,Biglia,Argentina,1986-01-30,İstanbul Başakşehir,20,Midfielder,178,63,R
ply1283,Francis,Nzaba,Congo,2002-07-17,İstanbul Başakşehir,,Midfielder,,,R
ply1284,Berkay,Özcan,Turkey,1998-02-15,İstanbul Başakşehir,19,Midfielder,180,79,R
ply1285,Mesut,Özil,Germany,1988-10-15,İstanbul Başakşehir,10,Midfielder,180,71,L
ply1286,Mahmut,Tekdemir,Turkey,1988-01-20,İstanbul Başakşehir,21,Midfielder,178,72,
ply1287,Deniz,Türüç,Turkey,1993-01-29,İstanbul Başakşehir,23,Midfielder,177,72,L
ply1288,Muhammet,Arslantaş,Turkey,2001-01-27,İstanbul Başakşehir,34,Forward,188,86,R
ply1289,Batuhan,Çelik,Turkey,2005-01-12,İstanbul Başakşehir,15,Forward,,,R
ply1290,Mounir,Chouiar,France,1999-01-23,İstanbul Başakşehir,11,Forward,177,77,R
ply1291,Serdar,Gürler,Turkey,1991-09-14,İstanbul Başakşehir,7,Forward,175,65,R
ply1292,Enes,Karakuş,Turkey,2001-01-03,İstanbul Başakşehir,,Forward,193,83,R
ply1293,Philippe,Keny,Senegal,1999-05-18,İstanbul Başakşehir,,Forward,190,80,R
ply1294,Stefano,Okaka,Italy,1989-08-09,İstanbul Başakşehir,77,Forward,186,82,R
ply1295,Patryk,Szysz,Poland,1998-04-01,İstanbul Başakşehir,18,Forward,177,70,R
ply1296,Bertrand,Traoré,Burkina Faso,1995-09-06,İstanbul Başakşehir,,Forward,181,73,L
ply1297,Murat,Öztürk,Turkey,1969-12-05,İstanbul Başakşehir,,Goalkeeping,,,
ply1298,Marius,Adamonis,Lithuania,1997-05-13,Lazio Roma,31,Goalkeeper,191,80,R
ply1299,Luís,Maximiano,Portugal,1999-01-05,Lazio Roma,1,Goalkeeper,190,82,
ply1300,Federico,Magro,Italy,2005-01-10,Lazio Roma,61,Goalkeeper,189,,R
ply1301,Ivan,Provedel,Italy,1994-03-17,Lazio Roma,94,Goalkeeper,192,82,R
ply1302,Enzo,Adeagbo,Switzerland,2002-01-11,Lazio Roma,83,Defender,191,78,R
ply1303,Nicolò,Casale,Italy,1998-02-14,Lazio Roma,15,Defender,191,82,R
ply1304,Romano,Floriani,Italy,2003-01-27,Lazio Roma,44,Defender,188,,R
ply1305,,Gila,Spain,2000-08-29,Lazio Roma,34,Defender,185,78,R
ply1306,Elseid,Hysaj,Albania,1994-02-02,Lazio Roma,23,Defender,182,75,R
ply1307,Dimitrije,Kamenović,Serbia,2000-07-16,Lazio Roma,16,Defender,188,83,L
ply1308,Adam,Marušić,Montenegro,1992-10-17,Lazio Roma,77,Defender,185,76,R
ply1309,,Patric,Spain,1993-04-17,Lazio Roma,4,Defender,184,72,R
ply1310,Stefan,Radu,Romania,1986-10-22,Lazio Roma,26,Defender,183,79,L
ply1311,Alessio,Romagnoli,Italy,1995-01-12,Lazio Roma,13,Defender,185,78,L
ply1312,Toma,Bašić,Croatia,1996-11-25,Lazio Roma,88,Midfielder,190,80,L
ply1313,Marco,Bertini,Italy,2002-08-07,Lazio Roma,50,Midfielder,185,68,R
ply1314,Danilo,Cataldi,Italy,1994-08-06,Lazio Roma,32,Midfielder,180,75,R
ply1315,Mohamed,Fares,Algeria,1996-02-15,Lazio Roma,93,Midfielder,183,75,L
